serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
4719,178,10,12,2016,11.27,2016-12-10,Boussole,B1780503,43.367,7.893,5,150,0.0104,0,0,0.0156,0.0214,0.0005,0.0103,0.0029,0.0507,0.0536,0.0581,25.224,56.1417,18.6342,0.0135,0.0301,0.01,0.0607,27.3941,56.2106,16.3953,0.013520089,0,0,0.005034076,0.025057896,0.000396457,0.009591482
4720,178,10,12,2016,11.3,2016-12-10,Boussole,B1780504,43.367,7.893,5,80,0.0064,0.0012,0.0004,0.0203,0.0264,0.0017,0.0238,0.011,0.0572,0.0682,0.0771,13.9008,53.0205,33.0786,0.0095,0.0362,0.0226,0.08,15.2985,54.7305,29.971,0.007983458,0.001496898,0.000212326,0.006285735,0.029661944,0.001293419,0.02126622
4721,178,10,12,2016,11.33,2016-12-10,Boussole,B1780505,43.367,7.893,5,70,0.0054,0.0019,0.0011,0.0149,0.0296,0.0024,0.0278,0.0144,0.064,0.0784,0.0839,12.2679,51.8069,35.9252,0.0096,0.0406,0.0282,0.087,13.5838,53.3451,33.0712,0.0071147,0.002503321,0.00061672,0.004873019,0.035126848,0.00192865,0.026236743
4722,178,10,12,2016,11.33,2016-12-10,Boussole,B1780506,43.367,7.893,5,59,0.0249,0.0045,0.0069,0.0421,0.066,0.0226,0.1193,0.0757,0.2267,0.3023,0.2841,14.5925,36.1503,49.2572,0.0441,0.1093,0.1489,0.3133,15.1149,38.4638,46.4213,0.037361044,0.006751996,0.004405558,0.015680167,0.08919658,0.02068271,0.128221946
4723,178,10,12,2016,11.35,2016-12-10,Boussole,B1780507,43.367,7.893,5,50,0.0154,0.0046,0.0054,0.0319,0.08,0.0296,0.064,0.0551,0.2484,0.3036,0.2343,12.0358,49.5111,38.4531,0.0365,0.1503,0.1167,0.2688,12.025,47.3096,40.6654,0.028136331,0.008404358,0.004198292,0.014467262,0.131650142,0.032985099,0.083758516
4724,178,10,12,2016,11.35,2016-12-10,Boussole,B1780508,43.367,7.893,5,40,0.0122,0.005,0.0057,0.0338,0.0886,0.0326,0.0525,0.05,0.2595,0.3095,0.2331,10.4048,54.8178,34.7774,0.0322,0.1697,0.1076,0.2716,10.2604,51.248,38.4916,0.022841534,0.009361285,0.004541219,0.015708368,0.149411412,0.037227372,0.07040881
4725,178,10,12,2016,11.37,2016-12-10,Boussole,B1780509,43.367,7.893,5,30,0.0123,0.0062,0.0052,0.0288,0.0879,0.0366,0.0305,0.0335,0.2513,0.2848,0.2132,12.235,58.5523,29.2126,0.0348,0.1668,0.0832,0.2566,11.7061,52.2977,35.9962,0.023167493,0.011677923,0.004167824,0.013465279,0.149123956,0.042046936,0.041150587
4726,178,10,12,2016,11.37,2016-12-10,Boussole,B1780510,43.367,7.893,5,20,0.0113,0.0045,0.0046,0.0241,0.0754,0.0384,0.0181,0.0253,0.2234,0.2487,0.1805,12.3399,59.2419,28.4182,0.0307,0.1473,0.0707,0.2254,11.356,51.0804,37.5637,0.021948737,0.008740647,0.003802078,0.011619757,0.13191283,0.045492693,0.025183258
4727,178,10,12,2016,11.38,2016-12-10,Boussole,B1780511,43.367,7.893,5,10,0.0095,0.0055,0.0044,0.02,0.0645,0.0358,0.0211,0.018,0.2238,0.2418,0.1648,12.8334,55.5539,31.6127,0.031,0.1343,0.0764,0.2064,11.813,48.1482,40.0388,0.019653109,0.011378116,0.003873401,0.010270382,0.120185475,0.045172073,0.031267444
4728,178,10,12,2016,11.4,2016-12-10,Boussole,B1780512,43.367,7.893,5,5,0.0065,0.0051,0.0036,0.0144,0.0477,0.0278,0.0198,0.0161,0.1981,0.2142,0.128,12.774,52.9354,34.2906,0.0274,0.1134,0.0735,0.1603,11.7997,46.292,41.9082,0.015332144,0.012029836,0.003613468,0.008431424,0.101342709,0.039995733,0.033454687
4731,180,7,2,2017,16.95,2017-02-07,Boussole,B1800103,43.37,7.9,1,80,0.0092,0,0,0.0063,0.01,0.0013,0.0053,0.0023,0.0349,0.0372,0.0343,37.7664,43.3941,18.8395,0.014,0.0161,0.007,0.0371,39.6744,41.4829,18.8426,0.014049097,0,0,0.002388087,0.013754513,0.00121083,0.005797473
4732,180,7,2,2017,16.97,2017-02-07,Boussole,B1800104,43.37,7.9,1,71,0.0605,0,0,0.0239,0.0348,0.0058,0.0193,0.0119,0.1791,0.191,0.1623,52.5449,32.3757,15.0794,0.1004,0.0618,0.0288,0.1789,54.1227,30.5765,15.3008,0.100360678,0,0,0.009841358,0.051996255,0.005868344,0.022933365
4733,180,7,2,2017,17.02,2017-02-07,Boussole,B1800105,43.37,7.9,1,50,0.3738,0.005,0.0124,0.0408,0.1418,0.0204,0.0266,0,1.0218,1.0218,0.7803,68.447,25.8618,5.6912,0.6994,0.2643,0.0582,0.8904,68.1065,25.1636,6.7299,0.690159298,0.009231665,0.009742353,0.018699033,0.235814706,0.022973097,0.035179847
4734,180,7,2,2017,17.03,2017-02-07,Boussole,B1800106,43.37,7.9,1,40,0.4442,0.0056,0.0131,0.0422,0.158,0.0203,0.0275,0,1.1825,1.1825,0.9027,70.2547,24.7347,5.0106,0.8308,0.2925,0.0593,1.0265,70.1501,23.9523,5.8976,0.820418885,0.010342967,0.01029581,0.019347216,0.262844437,0.022868226,0.036382459
4735,180,7,2,2017,17.07,2017-02-07,Boussole,B1800107,43.37,7.9,1,31,0.4533,0.0076,0.0178,0.0463,0.1757,0.0215,0.0288,0,1.2331,1.2331,0.9475,68.5899,26.3886,5.0216,0.8458,0.3254,0.0619,1.0836,68.1051,26.0043,5.8906,0.831835026,0.013946495,0.013899642,0.021090234,0.290407517,0.024064081,0.037857003
4736,180,7,2,2017,17.08,2017-02-07,Boussole,B1800108,43.37,7.9,1,21,0.4871,0.0093,0.0215,0.0485,0.1892,0.0228,0.0315,0,1.3367,1.3367,1.0215,68.5188,26.4471,5.034,0.9159,0.3535,0.0673,1.1724,67.8018,26.3526,5.8456,0.898732131,0.017159123,0.0168804,0.022212775,0.314425586,0.025658208,0.041631777
4737,180,7,2,2017,17.1,2017-02-07,Boussole,B1800109,43.37,7.9,1,10,0.4295,0.0114,0.0339,0.0445,0.177,0.0261,0.0371,0,1.2641,1.2641,0.9423,65.9742,27.6671,6.3587,0.834,0.3497,0.0804,1.1114,63.5472,29.3114,7.1414,0.812416376,0.021563555,0.027286469,0.020894137,0.301559751,0.030111705,0.050268008
4738,180,7,2,2017,17.12,2017-02-07,Boussole,B1800110,43.37,7.9,1,5,0.336,0.0124,0.0324,0.0418,0.1537,0.0269,0.0347,0,1.0194,1.0194,0.7787,63.0856,29.4428,7.4716,0.6431,0.3001,0.0762,0.9297,60.0546,31.4814,8.464,0.620206325,0.022888567,0.025449196,0.019152353,0.25553794,0.030285067,0.045880554
4739,181,8,3,2017,14.93,2017-03-08,Boussole,B1810201,43.369,7.898,2,401,0.0004,0,0,0,0,0,0,0,0.0014,0.0014,0.0006,100,0,0,0.0014,0,0,0.0006,100,0,0,0.0014,0,0,0,0,0,0
4740,181,8,3,2017,15,2017-03-08,Boussole,B1810202,43.369,7.898,2,200,0.001,0,0.0002,0.0005,0,0,0,0,0.0034,0.0034,0.0017,82.6979,17.3021,0,0.0028,0.0006,0,0.0024,65.9794,34.0206,0,0.00281173,0,0.000239296,0.000348974,0,0,0
4741,181,8,3,2017,15.03,2017-03-08,Boussole,B1810203,43.369,7.898,2,150,0.002,0,0.0003,0.001,0.0015,0.0004,0.0011,0,0.0062,0.0062,0.0067,42.0268,36.2891,21.6841,0.0026,0.0022,0.0013,0.008,39.8307,39.2084,20.9609,0.002605663,0,0.000166319,0.000323398,0.001760209,0.000317854,0.001026557
4742,181,8,3,2017,15.07,2017-03-08,Boussole,B1810204,43.369,7.898,2,81,0.0351,0.0058,0.0266,0.0279,0.1017,0.0175,0.0472,0,0.3989,0.3989,0.2753,20.9496,56.2652,22.7852,0.0836,0.2244,0.0909,0.3464,19.0067,59.9617,21.0316,0.071717228,0.01185071,0.023127578,0.014150426,0.187163837,0.0218089,0.069081322
4743,181,8,3,2017,15.08,2017-03-08,Boussole,B1810205,43.369,7.898,2,71,0.042,0.0122,0.0375,0.0356,0.1335,0.0238,0.065,0,0.5408,0.5408,0.367,20.8209,55.7166,23.4625,0.1126,0.3013,0.1269,0.4664,18.7747,59.8292,21.3962,0.087254086,0.025345235,0.033151248,0.018358425,0.249805708,0.030157322,0.096727976
4744,181,8,3,2017,15.08,2017-03-08,Boussole,B1810206,43.369,7.898,2,61,0.0492,0.0336,0.0463,0.0471,0.1695,0.027,0.0874,0,0.7203,0.7203,0.4878,23.935,53.2072,22.8578,0.1724,0.3833,0.1646,0.6119,22.0335,57.5002,20.4664,0.10244264,0.069960828,0.04102313,0.024343639,0.317884953,0.034289311,0.130355498
4745,181,8,3,2017,15.1,2017-03-08,Boussole,B1810207,43.369,7.898,2,51,0.0533,0.029,0.0491,0.0501,0.1788,0.0282,0.0896,0,0.7501,0.7501,0.5049,22.9851,54.2863,22.7286,0.1724,0.4072,0.1705,0.6351,21.0518,58.5866,20.3616,0.111658761,0.060752421,0.04377027,0.026052671,0.337378744,0.036032471,0.134454662
4746,181,8,3,2017,15.12,2017-03-08,Boussole,B1810208,43.369,7.898,2,40,0.0589,0.0396,0.0496,0.0519,0.186,0.0314,0.0936,0,0.7918,0.7918,0.5446,25.5036,52.1779,22.3185,0.2019,0.4131,0.1767,0.6819,23.5174,56.1617,20.3209,0.120752517,0.081185054,0.043270779,0.026411751,0.343461807,0.039263579,0.137454514
4747,181,8,3,2017,15.13,2017-03-08,Boussole,B1810209,43.369,7.898,2,30,0.0673,0.0486,0.0544,0.0565,0.2111,0.0345,0.1164,0,0.9104,0.9104,0.6312,25.8916,50.781,23.3273,0.2357,0.4623,0.2124,0.7812,24.173,54.8101,21.017,0.136874806,0.098842728,0.047080329,0.028523698,0.386706343,0.042796365,0.16957573
4748,181,8,3,2017,15.15,2017-03-08,Boussole,B1810210,43.369,7.898,2,20,0.0658,0.0547,0.0639,0.0559,0.2108,0.0372,0.1149,0,0.9579,0.9579,0.6436,26.4005,50.5963,23.0032,0.2529,0.4847,0.2203,0.8175,24.0535,55.4319,20.5146,0.13809292,0.11479761,0.057066142,0.029120998,0.398474683,0.047617632,0.172730014
4749,181,8,3,2017,15.17,2017-03-08,Boussole,B1810211,43.369,7.898,2,10,0.0526,0.0532,0.0623,0.045,0.1696,0.0371,0.094,0,0.8247,0.8247,0.5445,27.3949,49.3112,23.2939,0.2259,0.4067,0.1921,0.7161,24.1585,55.017,20.8246,0.112322375,0.113603619,0.056610986,0.023852944,0.326205284,0.048320763,0.143784029
4750,181,8,3,2017,15.17,2017-03-08,Boussole,B1810212,43.369,7.898,2,5,0.0499,0.0384,0.0605,0.0437,0.1621,0.0333,0.0864,0,0.7434,0.7434,0.4979,25.0073,51.713,23.2797,0.1859,0.3844,0.1731,0.6591,21.8417,57.5803,20.5781,0.105057938,0.080846189,0.054202066,0.022838033,0.3073944,0.042761399,0.130299975
4751,182,7,4,2017,11.16,2017-04-07,Boussole,B1820101,43.366,7.9,1,400,0.0009,0,0,0,0,0.0002,0,0,0.0018,0.0018,0.0014,88.0638,0,11.9362,0.0016,0,0.0002,0.0018,80.089,0,19.911,0.001585149,0,0,0,0,0.000214851,0
4752,182,7,4,2017,11.21,2017-04-07,Boussole,B1820102,43.366,7.9,1,200,0.0008,0,0.0002,0.0027,0,0.0004,0.0008,0,0.0065,0.0065,0.0033,33.722,31.8386,34.4395,0.0022,0.0021,0.0022,0.0048,26.7838,43.5028,29.7133,0.002191928,0,0.000233184,0.001836323,0,0.00066846,0.001570105
4753,182,7,4,2017,11.23,2017-04-07,Boussole,B1820103,43.366,7.9,1,150,0.0076,0,0.0009,0.0044,0,0.0008,0.004,0,0.0292,0.0292,0.0175,61.1504,11.8694,26.9801,0.0179,0.0035,0.0079,0.0221,55.1474,22.3946,22.458,0.017855923,0,0.000899795,0.002566081,0,0.001146405,0.006731796
4754,182,7,4,2017,11.24,2017-04-07,Boussole,B1820104,43.366,7.9,1,80,0.0134,0.0017,0.0013,0.0134,0,0.0015,0.0099,0,0.072,0.072,0.0381,55.9553,14.3758,29.6689,0.0403,0.0104,0.0214,0.0468,51.8516,23.8083,24.3401,0.035752116,0.004535716,0.001475953,0.008874639,0,0.002440999,0.018920578
4755,182,7,4,2017,11.25,2017-04-07,Boussole,B1820105,43.366,7.9,1,70,0.0245,0.0032,0.004,0.0324,0,0.0026,0.0222,0,0.1711,0.1711,0.0775,50.4254,17.7393,31.8353,0.0863,0.0304,0.0545,0.098,45.4521,29.8647,24.6832,0.076310755,0.009967119,0.005301659,0.025050339,0,0.004939379,0.049530749
4756,182,7,4,2017,11.26,2017-04-07,Boussole,B1820106,43.366,7.9,1,59,0.0432,0.0037,0.0155,0.052,0.0017,0.0046,0.0377,0,0.3059,0.3059,0.1378,47.9818,21.5199,30.4983,0.1468,0.0658,0.0933,0.1902,39.5883,38.6404,21.7712,0.135196964,0.01157937,0.020641774,0.040395731,0.004791999,0.008780523,0.084513639
4757,182,7,4,2017,11.26,2017-04-07,Boussole,B1820107,43.366,7.9,1,50,0.0533,0.0036,0.0218,0.0633,0.0022,0.0151,0.0662,0,0.4297,0.4297,0.1981,40.498,19.1963,40.3057,0.174,0.0825,0.1732,0.2741,33.3044,35.5826,31.113,0.163009924,0.011010051,0.028371054,0.048055099,0.0060603,0.028167164,0.145026407
4758,182,7,4,2017,11.27,2017-04-07,Boussole,B1820108,43.366,7.9,1,41,0.0876,0.0037,0.0388,0.0926,0.0066,0.0738,0.1345,0,0.8825,0.8825,0.3921,32.8302,16.34,50.8299,0.2897,0.1442,0.4486,0.5621,26.0329,29.4113,44.5558,0.277984867,0.01174137,0.052393922,0.072941882,0.018864513,0.142840956,0.30573249
4759,182,7,4,2017,11.28,2017-04-07,Boussole,B1820109,43.366,7.9,1,31,0.103,0.0038,0.0604,0.1068,0.0104,0.1043,0.137,0,1.1181,1.1181,0.4655,32.3508,18.6533,48.9959,0.3617,0.2086,0.5478,0.7146,23.9489,33.0559,42.9952,0.348844779,0.012870002,0.087049059,0.089787357,0.031725827,0.215456028,0.332366949
4760,182,7,4,2017,11.29,2017-04-07,Boussole,B1820110,43.366,7.9,1,20,0.0485,0.0024,0.0751,0.0568,0.0077,0.1349,0.0548,0,0.8104,0.8104,0.3179,22.5795,23.5076,53.9129,0.183,0.1905,0.4369,0.6155,13.2581,39.678,47.0639,0.17435647,0.008627949,0.114886343,0.050686651,0.024932835,0.295792813,0.141116939
4761,182,7,4,2017,11.29,2017-04-07,Boussole,B1820111,43.366,7.9,1,11,0.0314,0,0.077,0.0362,0.0055,0.1475,0.0387,0,0.6304,0.6304,0.2761,16.0375,23.8548,60.1077,0.1011,0.1504,0.3789,0.5833,8.6124,40.289,51.0986,0.101100206,0,0.10549825,0.028932096,0.015950331,0.289663486,0.08925563
4762,182,7,4,2017,11.3,2017-04-07,Boussole,B1820112,43.366,7.9,1,4,0.0241,0,0.1067,0.0291,0.003,0.1277,0.0284,0,0.607,0.607,0.2505,13.5652,31.1435,55.2914,0.0823,0.189,0.3356,0.6004,6.4229,51.3394,42.2377,0.082340528,0,0.155129061,0.024679623,0.009232142,0.26611346,0.069505186
4763,182,8,4,2017,10.31,2017-04-08,Boussole,B1820201,43.369,7.9,2,400,0.0008,0,0,0,0,0,0,0,0.0018,0.0018,0.0011,100,0,0,0.0018,0,0,0.0013,100,0,0,0.0018,0,0,0,0,0,0
4764,182,8,4,2017,10.38,2017-04-08,Boussole,B1820202,43.369,7.9,2,200,0.0019,0,0,0.0003,0,0.0002,0,0,0.0047,0.0047,0.003,90.6292,3.5521,5.8187,0.0043,0.0002,0.0003,0.0036,85.1779,4.7913,10.0308,0.004259574,0,0,0.000166949,0,0.000273478,0
4765,182,8,4,2017,10.4,2017-04-08,Boussole,B1820203,43.369,7.9,2,150,0.0085,0,0.0008,0.0044,0,0.0007,0.0035,0,0.0294,0.0294,0.0181,66.0622,11.1344,22.8034,0.0194,0.0033,0.0067,0.0226,60.1743,20.654,19.1717,0.01942228,0,0.000777864,0.002495645,0,0.00097557,0.005728641
4766,182,8,4,2017,10.42,2017-04-08,Boussole,B1820204,43.369,7.9,2,80,0.0059,0.0015,0.0004,0.0026,0,0.0005,0.002,0,0.02,0.02,0.014,74.348,8.1944,17.4576,0.0149,0.0016,0.0035,0.0172,69.6014,14.9283,15.4702,0.011855494,0.003014109,0.000342027,0.001296851,0,0.000612797,0.002878723
4767,182,8,4,2017,10.43,2017-04-08,Boussole,B1820205,43.369,7.9,2,70,0.0298,0.0012,0.0035,0.0399,0,0.003,0.0298,0,0.198,0.198,0.0925,47.2781,17.3764,35.3455,0.0936,0.0344,0.07,0.1135,43.7856,28.3711,27.8432,0.089986956,0.003623636,0.00449742,0.029907845,0,0.005525402,0.064458741
4768,182,8,4,2017,10.44,2017-04-08,Boussole,B1820206,43.369,7.9,2,60,0.0443,0,0.008,0.0537,0,0.0064,0.0448,0,0.3092,0.3092,0.1368,45.6568,17.2465,37.0967,0.1412,0.0533,0.1147,0.174,40.7429,30.0105,29.2466,0.141170672,0,0.01084833,0.042477991,0,0.012439418,0.102263589
4769,182,8,4,2017,10.45,2017-04-08,Boussole,B1820207,43.369,7.9,2,49,0.0848,0.0064,0.0309,0.0936,0.0049,0.0402,0.0897,0,0.7374,0.7374,0.3113,41.3102,18.4793,40.2105,0.3046,0.1363,0.2965,0.4398,33.2786,32.4137,34.3077,0.283244379,0.021376934,0.043919366,0.077605094,0.014741651,0.081897537,0.214615039
4770,182,8,4,2017,10.45,2017-04-08,Boussole,B1820208,43.369,7.9,2,40,0.1046,0.0067,0.0508,0.1028,0.0069,0.0784,0.0881,0,1.0032,1.0032,0.3886,40.3883,19.3594,40.2524,0.4052,0.1942,0.4038,0.6003,29.7428,33.9654,36.2919,0.380784369,0.024390586,0.0786943,0.092894387,0.022624611,0.174077575,0.229734171
4771,182,8,4,2017,10.46,2017-04-08,Boussole,B1820209,43.369,7.9,2,30,0.0987,0.0084,0.0556,0.0982,0.0081,0.1079,0.0666,0,1.0892,1.0892,0.3891,38.8115,20.0512,41.1372,0.4227,0.2184,0.4481,0.6393,26.8942,33.7299,39.3758,0.389579469,0.033155699,0.093386874,0.096214234,0.028797085,0.259764436,0.188302202
4772,182,8,4,2017,10.47,2017-04-08,Boussole,B1820210,43.369,7.9,2,20,0.0577,0.0248,0.0687,0.0605,0.008,0.1572,0.0692,0,0.9418,0.9418,0.394,29.5268,18.4167,52.0565,0.2781,0.1734,0.4903,0.7054,18.9579,32.5211,48.521,0.194489909,0.083593583,0.09853945,0.050620399,0.024288229,0.323186447,0.167081981
4773,182,8,4,2017,10.47,2017-04-08,Boussole,B1820211,43.369,7.9,2,10,0.0397,0,0.0607,0.0441,0.0052,0.1613,0.0452,0,0.7133,0.7133,0.2988,18.7336,19.5642,61.7022,0.1336,0.1396,0.4401,0.5872,10.8177,33.237,55.9453,0.13362648,0,0.086940644,0.036845932,0.015764855,0.331143114,0.108978975
4774,182,8,4,2017,10.48,2017-04-08,Boussole,B1820212,43.369,7.9,2,6,0.0325,0,0.0827,0.0378,0.0039,0.1465,0.0363,0,0.65,0.65,0.2763,16.5864,24.5413,58.8723,0.1078,0.1595,0.3827,0.5956,8.7304,41.8789,49.3906,0.107811431,0,0.116739841,0.031125919,0.01165281,0.296413796,0.086256203
4775,183,5,5,2017,12.08,2017-05-05,Boussole,B1830201,43.37,7.899,2,401,0.0006,0,0,0,0,0.0004,0,0,0.0012,0.0012,0.0012,71.0924,0,28.9076,0.0009,0,0.0003,0.0017,57.2792,0,42.7208,0.000853109,0,0,0,0,0.000346891,0
4776,183,5,5,2017,12.12,2017-05-05,Boussole,B1830202,43.37,7.899,2,198,0.0006,0,0,0,0,0.0005,0,0,0.0014,0.0014,0.0013,66.3009,0,33.6991,0.0009,0,0.0005,0.0019,51.752,0,48.248,0.000928213,0,0,0,0,0.000471787,0
4777,183,5,5,2017,12.14,2017-05-05,Boussole,B1830203,43.37,7.899,2,150,0.0009,0,0.0003,0,0,0.0004,0,0,0.003,0.003,0.0018,70.7752,10.039,19.1857,0.0021,0.0003,0.0006,0.003,48.5502,27.3095,24.1403,0.002123257,0,0.000301171,0,0,0.000575572,0
4778,183,5,5,2017,12.16,2017-05-05,Boussole,B1830204,43.37,7.899,2,80,0.0148,0,0,0.0125,0,0.001,0.0028,0,0.0495,0.0495,0.0289,72.1302,15.1222,12.7476,0.0357,0.0075,0.0063,0.0351,67.5433,20.3229,12.1338,0.035704469,0,0,0.007485483,0,0.001471432,0.004838616
4779,183,5,5,2017,12.16,2017-05-05,Boussole,B1830205,43.37,7.899,2,70,0.0273,0,0,0.0356,0,0.0015,0.0091,0,0.122,0.122,0.0614,62.6575,20.2819,17.0606,0.0764,0.0247,0.0208,0.0747,58.5013,27.1774,14.3213,0.076442133,0,0,0.024743953,0,0.002561774,0.018252141
4780,183,5,5,2017,12.17,2017-05-05,Boussole,B1830206,43.37,7.899,2,60,0.0414,0,0.0018,0.0652,0,0.0024,0.0192,0,0.245,0.245,0.1037,56.2749,23.0406,20.6845,0.1379,0.0564,0.0507,0.1295,51.168,32.462,16.37,0.137873614,0,0.002550853,0.053898583,0,0.004874964,0.045801986
4781,183,5,5,2017,12.18,2017-05-05,Boussole,B1830207,43.37,7.899,2,45,0.0763,0,0.0051,0.1074,0.005,0.0116,0.0788,0,0.4976,0.4976,0.2441,44.0648,19.2507,36.6845,0.2193,0.0958,0.1825,0.2931,41.6547,27.5997,30.7456,0.219266675,0,0.006236636,0.076612795,0.012942039,0.020332249,0.162209607
4782,183,5,5,2017,12.18,2017-05-05,Boussole,B1830208,43.37,7.899,2,40,0.1114,0,0.0086,0.138,0.0083,0.0252,0.1185,0,0.7517,0.7517,0.3624,43.3389,17.6588,39.0024,0.3258,0.1327,0.2932,0.4393,40.5735,25.4208,34.0058,0.325778424,0,0.010702068,0.100176337,0.0218625,0.044948687,0.248231984
4783,183,5,5,2017,12.19,2017-05-05,Boussole,B1830209,43.37,7.899,2,30,0.141,0.0203,0.0241,0.1388,0,0.0357,0.0705,0,1.5829,1.5829,0.3924,57.9624,16.0661,25.9715,0.9175,0.2543,0.4111,0.5296,48.9967,27.2239,23.7794,0.802019341,0.115468033,0.05833308,0.195976558,0,0.123854926,0.287248062
4784,183,5,5,2017,12.2,2017-05-05,Boussole,B1830210,43.37,7.899,2,20,0.0472,0.0231,0.0173,0.0807,0,0.0433,0.0658,0,0.9573,0.9573,0.2414,41.0542,15.9975,42.9483,0.393,0.1531,0.4111,0.3422,33.3405,27.0907,39.5688,0.263871662,0.12914058,0.041155605,0.111988447,0,0.147644743,0.263498962
4785,183,5,5,2017,12.2,2017-05-05,Boussole,B1830211,43.37,7.899,2,10,0.0179,0.0063,0.008,0.0313,0.0018,0.0451,0.0112,0,0.2963,0.2963,0.1023,33.3676,17.6421,48.9903,0.0989,0.0523,0.1452,0.1713,22.8596,24.2629,52.8775,0.073129695,0.025738384,0.013907941,0.031741979,0.006623657,0.112381962,0.032776382
4786,183,5,5,2017,12.21,2017-05-05,Boussole,B1830212,43.37,7.899,2,4,0.0145,0.0031,0.0071,0.0283,0.0008,0.0436,0.0083,0,0.2663,0.2663,0.0859,28.8975,17.6778,53.4247,0.077,0.0471,0.1423,0.15,18.9218,24.1682,56.91,0.063399594,0.013554396,0.013210187,0.030715235,0.003150599,0.116274452,0.025995539
4787,184,7,6,2017,13.09,2017-06-07,Boussole,B1840101,43.366,7.906,1,398,0.0005,0,0,0,0,0,0,0,0.0011,0.0011,0.0007,100,0,0,0.0011,0,0,0.0008,100,0,0,0.0011,0,0,0,0,0,0
4788,184,7,6,2017,13.14,2017-06-07,Boussole,B1840102,43.366,7.906,1,201,0.0007,0,0,0,0,0.0002,0,0,0.0015,0.0015,0.0012,85.1596,0,14.8404,0.0013,0,0.0002,0.0015,75.7781,0,24.2219,0.001277394,0,0,0,0,0.000222606,0
4789,184,7,6,2017,13.16,2017-06-07,Boussole,B1840103,43.366,7.906,1,152,0.001,0,0,0,0,0.0003,0,0,0.002,0.002,0.0017,84.5324,0,15.4676,0.0017,0,0.0003,0.0021,74.8713,0,25.1287,0.001690647,0,0,0,0,0.000309353,0
4791,184,7,6,2017,13.19,2017-06-07,Boussole,B1840105,43.366,7.906,1,72,0.016,0,0,0.0259,0,0.0007,0.0112,0.0008,0.0788,0.0796,0.0435,51.8156,20.8204,27.364,0.0412,0.0166,0.0218,0.0515,49.7358,28.6816,21.5826,0.041245228,0,0,0.016573049,0,0.001100604,0.020681118
4792,184,7,6,2017,13.2,2017-06-07,Boussole,B1840107,43.366,7.906,1,61,0.0415,0.0049,0.0019,0.0524,0.0027,0.0063,0.0616,0,0.2276,0.2276,0.156,41.9473,14.6884,43.3643,0.0955,0.0334,0.0987,0.1783,41.8413,21.4214,36.7373,0.085389948,0.010082187,0.001663583,0.026763251,0.005003882,0.007906396,0.090790754
4793,184,7,6,2017,13.21,2017-06-07,Boussole,B1840108,43.366,7.906,1,51,0.1146,0.0399,0.0081,0.0948,0.0048,0.029,0.135,0.0218,0.5664,0.5882,0.4233,51.467,10.4274,38.1056,0.3027,0.0613,0.2241,0.5023,49.7723,16.2402,33.9875,0.22454854,0.078180513,0.006753716,0.046108701,0.008471327,0.034657957,0.189479246
4794,184,7,6,2017,13.22,2017-06-07,Boussole,B1840109,43.366,7.906,1,40,0.2438,0.1317,0.0133,0.3946,0,0.0906,0.1866,0.0383,1.9443,1.9825,0.9419,56.2098,15.5097,28.2805,1.1144,0.3075,0.5607,1.1972,50.9524,21.7862,27.2614,0.72351704,0.39084165,0.016795728,0.290683965,0,0.163991976,0.396669641
4795,184,7,6,2017,13.22,2017-06-07,Boussole,B1840110,43.366,7.906,1,30,0.0985,0.1409,0.0049,0.1366,0.0079,0.0395,0.0764,0,0.8597,0.8597,0.5095,66.2558,11.9306,21.8136,0.5696,0.1026,0.1875,0.6313,62.2417,15.9071,21.8513,0.234359629,0.335241337,0.004961064,0.080676343,0.016930051,0.05732222,0.130209356
4797,184,7,6,2017,13.23,2017-06-07,Boussole,B1840111,43.366,7.906,1,11,0.0131,0.009,0.0011,0.0168,0.0014,0.0087,0.0055,0,0.1305,0.1305,0.0525,59.3362,15.839,24.8248,0.0774,0.0207,0.0324,0.0706,50.9766,20.1102,28.9132,0.04589964,0.031534104,0.001640072,0.014611547,0.004418253,0.018592448,0.013803936
4798,184,7,6,2017,13.24,2017-06-07,Boussole,B1840112,43.366,7.906,1,5,0.0104,0.0067,0,0.0145,0.0011,0.0088,0.0048,0,0.1163,0.1163,0.043,56.0734,15.0515,28.8751,0.0652,0.0175,0.0336,0.0574,48.5096,16.6696,34.8208,0.039661927,0.025551434,0,0.013726424,0.003778486,0.020469276,0.013112454
